ID,time,gFx,gFy,gFz,TgF,TS
6813,70.2078,0.3529,0.4163,0.8482,1.01,2022-04-20 00:01:10.207800
6814,70.21882,0.3517,0.3983,0.8226,0.98,2022-04-20 00:01:10.218820
6815,70.23045,0.3346,0.3765,0.8101,0.95,2022-04-20 00:01:10.230450
6816,70.24143,0.283,0.3516,0.8053,0.92,2022-04-20 00:01:10.241430
6817,70.25277,0.2381,0.3362,0.8065,0.91,2022-04-20 00:01:10.252770
6818,70.26364,0.1855,0.3203,0.8038,0.88,2022-04-20 00:01:10.263640
6819,70.27524,0.1281,0.312,0.8177,0.88,2022-04-20 00:01:10.275240
6820,70.28984,0.0605,0.3184,0.8702,0.93,2022-04-20 00:01:10.289840
6821,70.29012,0.0605,0.3184,0.8702,0.93,2022-04-20 00:01:10.290120
6822,70.31415,0.0348,0.389,1.0347,1.11,2022-04-20 00:01:10.314150
6823,70.31435,0.0348,0.389,1.0347,1.11,2022-04-20 00:01:10.314350
6824,70.31765,0.0585,0.3868,1.0503,1.12,2022-04-20 00:01:10.317650
6825,70.32945,0.1279,0.3636,1.0752,1.14,2022-04-20 00:01:10.329450
6826,70.34087,0.198,0.3323,1.1253,1.19,2022-04-20 00:01:10.340870
6827,70.35221,0.2249,0.3057,1.1954,1.25,2022-04-20 00:01:10.352210
6828,70.36334,0.2166,0.2876,1.3012,1.35,2022-04-20 00:01:10.363340
6829,70.37555,0.24,0.2917,1.3845,1.44,2022-04-20 00:01:10.375550
6830,70.38623,0.2759,0.2832,1.4047,1.46,2022-04-20 00:01:10.386230
6831,70.40204,0.329,0.2795,1.3977,1.46,2022-04-20 00:01:10.402040
6832,70.40246,0.329,0.2795,1.3977,1.46,2022-04-20 00:01:10.402460
6833,70.41928,0.349,0.2754,1.2672,1.34,2022-04-20 00:01:10.419280
6834,70.42887,0.3275,0.2861,1.1868,1.26,2022-04-20 00:01:10.428870
6835,70.44054,0.2825,0.311,1.0845,1.16,2022-04-20 00:01:10.440540
6836,70.45382,0.2491,0.3196,1.0021,1.08,2022-04-20 00:01:10.453820
6837,70.45558,0.2412,0.3184,0.9924,1.07,2022-04-20 00:01:10.455580
6838,70.46472,0.2239,0.314,0.9457,1.02,2022-04-20 00:01:10.464720
6839,70.47562,0.199,0.3013,0.9039,0.97,2022-04-20 00:01:10.475620
6840,70.48611,0.1543,0.2903,0.8768,0.94,2022-04-20 00:01:10.486110
6841,70.49734,0.1252,0.2839,0.859,0.91,2022-04-20 00:01:10.497340
6842,70.51384,0.1387,0.2783,0.8485,0.9,2022-04-20 00:01:10.513840
6843,70.53286,0.208,0.2602,0.8228,0.89,2022-04-20 00:01:10.532860
6844,70.53306,0.208,0.2602,0.8228,0.89,2022-04-20 00:01:10.533060
6845,70.54,0.229,0.2473,0.8228,0.89,2022-04-20 00:01:10.540000
6846,70.55168,0.2176,0.24,0.8211,0.88,2022-04-20 00:01:10.551680
6847,70.56458,0.1973,0.2373,0.8326,0.89,2022-04-20 00:01:10.564580
6848,70.576,0.1672,0.2251,0.8412,0.89,2022-04-20 00:01:10.576000
6849,70.58658,0.1382,0.2231,0.8573,0.9,2022-04-20 00:01:10.586580
6850,70.58745,0.1279,0.2238,0.8607,0.9,2022-04-20 00:01:10.587450
6851,70.59718,0.1091,0.228,0.8717,0.91,2022-04-20 00:01:10.597180
6852,70.61327,0.0795,0.2138,0.8685,0.9,2022-04-20 00:01:10.613270
6853,70.62836,0.0551,0.208,0.88,0.91,2022-04-20 00:01:10.628360
6854,70.62867,0.0551,0.208,0.88,0.91,2022-04-20 00:01:10.628670
6855,70.64177,0.0539,0.2126,0.9069,0.93,2022-04-20 00:01:10.641770
6856,70.65155,0.068,0.2214,0.9242,0.95,2022-04-20 00:01:10.651550
6857,70.66536,0.0566,0.2314,0.9237,0.95,2022-04-20 00:01:10.665360
6858,70.67499,0.0622,0.238,0.9455,0.98,2022-04-20 00:01:10.674990
6859,70.6862,0.1184,0.2309,1.0085,1.04,2022-04-20 00:01:10.686200
6860,70.69776,0.1748,0.2258,1.0525,1.09,2022-04-20 00:01:10.697760
6861,70.70876,0.1797,0.239,1.0508,1.09,2022-04-20 00:01:10.708760
6862,70.70924,0.1797,0.239,1.0508,1.09,2022-04-20 00:01:10.709240
6863,70.72441,0.1833,0.2661,1.031,1.08,2022-04-20 00:01:10.724410
6864,70.73806,0.1877,0.2664,0.9794,1.03,2022-04-20 00:01:10.738060
6865,70.74044,0.1853,0.2671,0.9709,1.02,2022-04-20 00:01:10.740440
6866,70.75212,0.1604,0.2852,0.9584,1.01,2022-04-20 00:01:10.752120
6867,70.76516,0.1413,0.3269,0.9582,1.02,2022-04-20 00:01:10.765160
6868,70.77565,0.1492,0.3609,0.9269,1.01,2022-04-20 00:01:10.775650
6869,70.78698,0.1396,0.3672,0.857,0.94,2022-04-20 00:01:10.786980
6870,70.79736,0.1181,0.3702,0.8187,0.91,2022-04-20 00:01:10.797360
6871,70.80886,0.0927,0.3873,0.8094,0.9,2022-04-20 00:01:10.808860
6872,70.82017,0.0712,0.3973,0.8148,0.91,2022-04-20 00:01:10.820170
6873,70.83109,0.0583,0.4083,0.8416,0.94,2022-04-20 00:01:10.831090
6874,70.84243,0.0661,0.4095,0.8854,0.98,2022-04-20 00:01:10.842430
6875,70.85797,0.0869,0.41,0.9372,1.03,2022-04-20 00:01:10.857970
6876,70.85871,0.0893,0.411,0.9506,1.04,2022-04-20 00:01:10.858710
6877,70.87802,0.1035,0.4198,1.0408,1.13,2022-04-20 00:01:10.878020
6878,70.87823,0.1035,0.4198,1.0408,1.13,2022-04-20 00:01:10.878230
6879,70.88538,0.1325,0.4158,1.0813,1.17,2022-04-20 00:01:10.885380
6880,70.89781,0.1592,0.3931,1.0984,1.18,2022-04-20 00:01:10.897810
6881,70.90924,0.155,0.3836,1.0947,1.17,2022-04-20 00:01:10.909240
6882,70.92117,0.112,0.3824,1.0757,1.15,2022-04-20 00:01:10.921170
6883,70.93193,0.0675,0.3861,1.0486,1.12,2022-04-20 00:01:10.931930
6884,70.9429,0.0534,0.3909,1.039,1.11,2022-04-20 00:01:10.942900
6885,70.9551,0.0842,0.3792,1.0339,1.1,2022-04-20 00:01:10.955100
6886,70.96478,0.0888,0.3704,1.009,1.08,2022-04-20 00:01:10.964780
6887,70.97807,0.0895,0.3946,0.9785,1.06,2022-04-20 00:01:10.978070
6888,70.97835,0.0895,0.3946,0.9785,1.06,2022-04-20 00:01:10.978350
6889,70.9988,0.1206,0.4024,0.9479,1.04,2022-04-20 00:01:10.998800
6890,70.99896,0.1206,0.4024,0.9479,1.04,2022-04-20 00:01:10.998960
6891,71.00748,0.1218,0.4005,0.9335,1.02,2022-04-20 00:01:11.007480
6892,71.01909,0.1064,0.4031,0.9193,1.01,2022-04-20 00:01:11.019090
6893,71.03126,0.0883,0.3995,0.8961,0.99,2022-04-20 00:01:11.031260
6894,71.04269,0.0597,0.3885,0.8864,0.97,2022-04-20 00:01:11.042690
6895,71.05543,0.0334,0.3843,0.8973,0.98,2022-04-20 00:01:11.055430
6896,71.06559,0.027,0.3843,0.91,0.99,2022-04-20 00:01:11.065590
6897,71.08028,0.0026,0.3817,0.9061,0.98,2022-04-20 00:01:11.080280
6898,71.08057,0.0026,0.3817,0.9061,0.98,2022-04-20 00:01:11.080570
6899,71.09442,-0.0079,0.388,0.9044,0.98,2022-04-20 00:01:11.094420
6900,71.10252,-0.0043,0.3924,0.9159,1.0,2022-04-20 00:01:11.102520
6901,71.1188,-0.0126,0.4053,0.9064,0.99,2022-04-20 00:01:11.118800
6902,71.12982,-0.0319,0.4205,0.8827,0.98,2022-04-20 00:01:11.129820
6903,71.14303,-0.0333,0.4352,0.8668,0.97,2022-04-20 00:01:11.143030
6904,71.14339,-0.0333,0.4352,0.8668,0.97,2022-04-20 00:01:11.143390
6905,71.15398,-0.0011,0.4525,0.9181,1.02,2022-04-20 00:01:11.153980
6906,71.16945,0.1149,0.4894,1.0459,1.16,2022-04-20 00:01:11.169450
6907,71.1928,0.1782,0.5148,1.1507,1.27,2022-04-20 00:01:11.192800
6908,71.19302,0.1782,0.5148,1.1507,1.27,2022-04-20 00:01:11.193020
6909,71.19764,0.1882,0.5243,1.1394,1.27,2022-04-20 00:01:11.197640
6910,71.20842,0.2029,0.5243,1.1292,1.26,2022-04-20 00:01:11.208420
6911,71.22002,0.2197,0.5133,1.1233,1.25,2022-04-20 00:01:11.220020
6912,71.23089,0.2117,0.505,1.1277,1.25,2022-04-20 00:01:11.230890
6913,71.24372,0.1985,0.5145,1.1184,1.25,2022-04-20 00:01:11.243720
6914,71.25488,0.2056,0.4918,1.1414,1.26,2022-04-20 00:01:11.254880
6915,71.26593,0.1733,0.5204,1.1844,1.31,2022-04-20 00:01:11.265930
6916,71.27686,0.1922,0.5934,1.1917,1.35,2022-04-20 00:01:11.276860
6917,71.27813,0.2075,0.6089,1.1841,1.35,2022-04-20 00:01:11.278130
6918,71.29151,0.2838,0.6389,1.1328,1.33,2022-04-20 00:01:11.291510
6919,71.30608,0.346,0.6269,1.0696,1.29,2022-04-20 00:01:11.306080
6920,71.30921,0.3521,0.6174,1.05,1.27,2022-04-20 00:01:11.309210
6921,71.31918,0.3514,0.601,0.9929,1.21,2022-04-20 00:01:11.319180
6922,71.33132,0.3143,0.601,0.9499,1.17,2022-04-20 00:01:11.331320
6923,71.34285,0.2234,0.6047,0.9042,1.11,2022-04-20 00:01:11.342850
6924,71.35352,0.1555,0.6118,0.9113,1.11,2022-04-20 00:01:11.353520
6925,71.36481,0.1599,0.6294,0.9272,1.13,2022-04-20 00:01:11.364810
6926,71.37659,0.2403,0.6489,0.933,1.16,2022-04-20 00:01:11.376590
6927,71.38754,0.3114,0.655,0.9,1.16,2022-04-20 00:01:11.387540
6928,71.40286,0.2654,0.7048,0.8805,1.16,2022-04-20 00:01:11.402860
6929,71.40312,0.2654,0.7048,0.8805,1.16,2022-04-20 00:01:11.403120
6930,71.41697,0.1748,0.7603,0.8693,1.17,2022-04-20 00:01:11.416970
6931,71.41969,0.1648,0.7688,0.8661,1.17,2022-04-20 00:01:11.419690
6932,71.43052,0.1966,0.7891,0.8531,1.18,2022-04-20 00:01:11.430520
6933,71.4426,0.3011,0.774,0.8221,1.17,2022-04-20 00:01:11.442600
6934,71.45606,0.36,0.7498,0.7044,1.09,2022-04-20 00:01:11.456060
6935,71.46558,0.2549,0.7403,0.6557,1.02,2022-04-20 00:01:11.465580
6936,71.47651,0.0717,0.7896,0.7014,1.06,2022-04-20 00:01:11.476510
6937,71.48736,0.0167,0.8363,0.8255,1.18,2022-04-20 00:01:11.487360
6938,71.49911,0.0766,0.8243,0.9188,1.24,2022-04-20 00:01:11.499110
6939,71.51376,0.1008,0.7715,0.8712,1.17,2022-04-20 00:01:11.513760
6940,71.51406,0.1008,0.7715,0.8712,1.17,2022-04-20 00:01:11.514060
6941,71.53212,-0.1015,0.8536,0.6511,1.08,2022-04-20 00:01:11.532120
6942,71.54188,-0.0463,0.8439,0.5214,0.99,2022-04-20 00:01:11.541880
6943,71.54208,-0.0463,0.8439,0.5214,0.99,2022-04-20 00:01:11.542080
6944,71.55607,0.0106,0.7926,0.3457,0.86,2022-04-20 00:01:11.556070
6945,71.56948,-0.0143,0.826,0.228,0.86,2022-04-20 00:01:11.569480
6946,71.57759,-0.0179,0.8419,0.2241,0.87,2022-04-20 00:01:11.577590
6947,71.58741,0.0006,0.8439,0.2646,0.88,2022-04-20 00:01:11.587410
6948,71.5998,0.0891,0.8456,0.3,0.9,2022-04-20 00:01:11.599800
6949,71.61033,0.1794,0.8165,0.2311,0.87,2022-04-20 00:01:11.610330
6950,71.62087,0.1944,0.7813,0.1181,0.81,2022-04-20 00:01:11.620870
6951,71.63243,0.1614,0.7554,-0.0405,0.77,2022-04-20 00:01:11.632430
6952,71.64788,0.0243,0.7801,-0.158,0.8,2022-04-20 00:01:11.647880
6953,71.64817,0.0243,0.7801,-0.158,0.8,2022-04-20 00:01:11.648170
6954,71.66563,-0.0927,0.8106,-0.0447,0.82,2022-04-20 00:01:11.665630
6955,71.66594,-0.0927,0.8106,-0.0447,0.82,2022-04-20 00:01:11.665940
6956,71.67628,-0.0922,0.814,-0.0261,0.82,2022-04-20 00:01:11.676280
6957,71.68678,-0.07,0.7779,-0.0613,0.78,2022-04-20 00:01:11.686780
6958,71.70086,-0.0446,0.7312,-0.1421,0.75,2022-04-20 00:01:11.700860
6959,71.71033,-0.048,0.6992,-0.1815,0.72,2022-04-20 00:01:11.710330
6960,71.72127,-0.0873,0.6697,-0.1949,0.7,2022-04-20 00:01:11.721270
6961,71.73406,-0.1582,0.644,-0.1597,0.68,2022-04-20 00:01:11.734060
6962,71.74452,-0.1987,0.6269,-0.1311,0.67,2022-04-20 00:01:11.744520
6963,71.75538,-0.1904,0.582,-0.1219,0.62,2022-04-20 00:01:11.755380
6964,71.77008,-0.1191,0.5302,-0.1587,0.57,2022-04-20 00:01:11.770080
6965,71.77041,-0.1191,0.5302,-0.1587,0.57,2022-04-20 00:01:11.770410
6966,71.79364,-0.1311,0.5199,-0.3847,0.66,2022-04-20 00:01:11.793640
6967,71.79388,-0.1311,0.5199,-0.3847,0.66,2022-04-20 00:01:11.793880
6968,71.80997,-0.2312,0.5163,-0.5785,0.81,2022-04-20 00:01:11.809970
6969,71.81026,-0.2312,0.5163,-0.5785,0.81,2022-04-20 00:01:11.810260
6970,71.82059,-0.2769,0.5033,-0.6315,0.85,2022-04-20 00:01:11.820590
6971,71.83264,-0.3434,0.4806,-0.6383,0.87,2022-04-20 00:01:11.832640
6972,71.84389,-0.4037,0.4696,-0.5958,0.86,2022-04-20 00:01:11.843890
6973,71.85581,-0.4469,0.4752,-0.5921,0.88,2022-04-20 00:01:11.855810
6974,71.86746,-0.4572,0.4933,-0.703,0.97,2022-04-20 00:01:11.867460
6975,71.87786,-0.4237,0.4911,-0.8291,1.05,2022-04-20 00:01:11.877860
6976,71.89379,-0.4306,0.5238,-1.0008,1.21,2022-04-20 00:01:11.893790
6977,71.89414,-0.4306,0.5238,-1.0008,1.21,2022-04-20 00:01:11.894140
6978,71.90977,-0.5644,0.5803,-1.0018,1.29,2022-04-20 00:01:11.909770
6979,71.9208,-0.5981,0.5842,-0.9388,1.26,2022-04-20 00:01:11.920800
6980,71.93136,-0.584,0.5571,-0.8406,1.17,2022-04-20 00:01:11.931360
6981,71.94405,-0.5732,0.5466,-0.7602,1.1,2022-04-20 00:01:11.944050
6982,71.94447,-0.5732,0.5466,-0.7602,1.1,2022-04-20 00:01:11.944470
6983,71.95495,-0.5615,0.5573,-0.7406,1.08,2022-04-20 00:01:11.954950
6984,71.9661,-0.5891,0.5659,-0.7661,1.12,2022-04-20 00:01:11.966100
6985,71.97752,-0.6839,0.5964,-0.7912,1.2,2022-04-20 00:01:11.977520
6986,71.98857,-0.7821,0.6533,-0.7753,1.28,2022-04-20 00:01:11.988570
6987,72.00637,-0.8718,0.8006,-0.6278,1.34,2022-04-20 00:01:12.006370
6988,72.00697,-0.8564,0.8162,-0.5999,1.33,2022-04-20 00:01:12.006970
6989,72.02408,-0.6521,0.924,-0.4199,1.21,2022-04-20 00:01:12.024080
6990,72.03178,-0.5149,0.9589,-0.3317,1.14,2022-04-20 00:01:12.031780
6991,72.04259,-0.3243,0.9836,-0.2193,1.06,2022-04-20 00:01:12.042590
6992,72.05654,-0.1154,1.0295,-0.1287,1.04,2022-04-20 00:01:12.056540
6993,72.05748,-0.0932,1.0378,-0.1204,1.05,2022-04-20 00:01:12.057480
6994,72.06753,-0.071,1.0796,-0.1045,1.09,2022-04-20 00:01:12.067530
6995,72.07833,-0.1658,1.1358,-0.093,1.15,2022-04-20 00:01:12.078330
6996,72.08889,-0.3419,1.1873,-0.0725,1.24,2022-04-20 00:01:12.088890
6997,72.0999,-0.4345,1.2003,-0.0784,1.28,2022-04-20 00:01:12.099900
6998,72.11146,-0.4975,1.1778,-0.146,1.29,2022-04-20 00:01:12.111460
6999,72.12297,-0.5122,1.1609,-0.1956,1.28,2022-04-20 00:01:12.122970
7000,72.15407,-0.487,1.107,-0.0642,1.21,2022-04-20 00:01:12.154070
7001,72.15433,-0.487,1.107,-0.0642,1.21,2022-04-20 00:01:12.154330
7002,72.15454,-0.487,1.107,-0.0642,1.21,2022-04-20 00:01:12.154540
7003,72.16965,-0.4433,1.0821,0.0582,1.17,2022-04-20 00:01:12.169650
7004,72.16981,-0.4433,1.0821,0.0582,1.17,2022-04-20 00:01:12.169810
7005,72.18735,-0.2867,1.009,0.184,1.06,2022-04-20 00:01:12.187350
7006,72.2008,-0.1785,0.9851,0.2678,1.04,2022-04-20 00:01:12.200800
7007,72.20144,-0.1785,0.9851,0.2678,1.04,2022-04-20 00:01:12.201440
7008,72.21069,-0.1975,0.9726,0.2517,1.02,2022-04-20 00:01:12.210690
7009,72.22267,-0.3055,0.9733,0.1764,1.04,2022-04-20 00:01:12.222670
7010,72.23397,-0.3932,0.9851,0.1224,1.07,2022-04-20 00:01:12.233970
7011,72.2459,-0.4303,0.9956,0.0768,1.09,2022-04-20 00:01:12.245900
7012,72.25621,-0.3949,0.9982,0.0765,1.08,2022-04-20 00:01:12.256210
7013,72.26653,-0.3456,1.0029,0.0934,1.06,2022-04-20 00:01:12.266530
7014,72.28252,-0.2689,1.0139,0.1041,1.05,2022-04-20 00:01:12.282520
7015,72.28287,-0.2689,1.0139,0.1041,1.05,2022-04-20 00:01:12.282870
7016,72.29592,-0.2417,1.0268,0.0729,1.06,2022-04-20 00:01:12.295920
7017,72.30992,-0.1995,1.0517,0.0895,1.07,2022-04-20 00:01:12.309920
7018,72.32164,-0.1733,1.0574,0.1286,1.08,2022-04-20 00:01:12.321640
7019,72.3331,-0.1579,1.0483,0.1879,1.08,2022-04-20 00:01:12.333100
7020,72.33368,-0.1577,1.0461,0.1957,1.08,2022-04-20 00:01:12.333680
7021,72.34489,-0.1763,1.0476,0.2238,1.09,2022-04-20 00:01:12.344890
7022,72.35608,-0.2031,1.0368,0.2431,1.08,2022-04-20 00:01:12.356080
7023,72.36672,-0.2266,1.0195,0.247,1.07,2022-04-20 00:01:12.366720
7024,72.38241,-0.2874,1.0007,0.2443,1.07,2022-04-20 00:01:12.382410
7025,72.40169,-0.3231,0.9873,0.2588,1.07,2022-04-20 00:01:12.401690
7026,72.4019,-0.3231,0.9873,0.2588,1.07,2022-04-20 00:01:12.401900
7027,72.41053,-0.3287,0.9814,0.2429,1.06,2022-04-20 00:01:12.410530
7028,72.42138,-0.3082,0.9653,0.2192,1.04,2022-04-20 00:01:12.421380
7029,72.43628,-0.2691,0.9347,0.1791,0.99,2022-04-20 00:01:12.436280
7030,72.44571,-0.2512,0.9167,0.1427,0.96,2022-04-20 00:01:12.445710
7031,72.45623,-0.2383,0.903,0.0799,0.94,2022-04-20 00:01:12.456230
7032,72.4668,-0.2503,0.8974,0.0174,0.93,2022-04-20 00:01:12.466800
7033,72.46758,-0.2559,0.8961,0.003,0.93,2022-04-20 00:01:12.467580
7034,72.47847,-0.2825,0.8783,-0.062,0.92,2022-04-20 00:01:12.478470
7035,72.49417,-0.368,0.8216,-0.1739,0.92,2022-04-20 00:01:12.494170
7036,72.51106,-0.4736,0.7713,-0.2665,0.94,2022-04-20 00:01:12.511060
7037,72.51135,-0.4736,0.7713,-0.2665,0.94,2022-04-20 00:01:12.511350
7038,72.52098,-0.5249,0.7471,-0.2973,0.96,2022-04-20 00:01:12.520980
7039,72.53506,-0.5854,0.7193,-0.2931,0.97,2022-04-20 00:01:12.535060
7040,72.54505,-0.6064,0.7053,-0.2648,0.97,2022-04-20 00:01:12.545050
7041,72.55605,-0.595,0.6963,-0.202,0.94,2022-04-20 00:01:12.556050
7042,72.56701,-0.5679,0.686,-0.1602,0.9,2022-04-20 00:01:12.567010
7043,72.5788,-0.5652,0.6929,-0.167,0.91,2022-04-20 00:01:12.578800
7044,72.58962,-0.5762,0.7029,-0.2227,0.94,2022-04-20 00:01:12.589620
7045,72.60023,-0.5874,0.7051,-0.2621,0.95,2022-04-20 00:01:12.600230
7046,72.60115,-0.5891,0.7107,-0.2628,0.96,2022-04-20 00:01:12.601150
7047,72.61621,-0.6177,0.785,-0.264,1.03,2022-04-20 00:01:12.616210
7048,72.63046,-0.5964,0.8412,-0.2679,1.07,2022-04-20 00:01:12.630460
7049,72.63314,-0.5906,0.848,-0.2718,1.07,2022-04-20 00:01:12.633140
7050,72.64526,-0.5442,0.9093,-0.2843,1.1,2022-04-20 00:01:12.645260
7051,72.65659,-0.4863,0.9899,-0.2907,1.14,2022-04-20 00:01:12.656590
7052,72.66712,-0.4318,1.0476,-0.2809,1.17,2022-04-20 00:01:12.667120
7053,72.67839,-0.358,1.1111,-0.2667,1.2,2022-04-20 00:01:12.678390
7054,72.68958,-0.2769,1.1614,-0.2364,1.22,2022-04-20 00:01:12.689580
7055,72.7003,-0.2195,1.1959,-0.2159,1.23,2022-04-20 00:01:12.700300
7056,72.71197,-0.1807,1.2323,-0.2584,1.27,2022-04-20 00:01:12.711970
7057,72.7233,-0.1692,1.247,-0.3557,1.31,2022-04-20 00:01:12.723300
7058,72.73487,-0.2007,1.2372,-0.4502,1.33,2022-04-20 00:01:12.734870
7059,72.73537,-0.2007,1.2372,-0.4502,1.33,2022-04-20 00:01:12.735370
7060,72.74979,-0.2356,1.2052,-0.5162,1.33,2022-04-20 00:01:12.749790
7061,72.77136,-0.2444,1.1006,-0.5193,1.24,2022-04-20 00:01:12.771360
7062,72.7718,-0.2444,1.1006,-0.5193,1.24,2022-04-20 00:01:12.771800
7063,72.77751,-0.2569,1.0522,-0.525,1.2,2022-04-20 00:01:12.777510
7064,72.78813,-0.2984,0.9926,-0.5369,1.17,2022-04-20 00:01:12.788130
7065,72.8006,-0.339,0.9174,-0.5567,1.13,2022-04-20 00:01:12.800600
7066,72.81235,-0.378,0.8524,-0.5782,1.1,2022-04-20 00:01:12.812350
7067,72.82381,-0.3925,0.795,-0.5965,1.07,2022-04-20 00:01:12.823810
7068,72.83593,-0.393,0.7376,-0.5943,1.03,2022-04-20 00:01:12.835930
7069,72.8463,-0.3864,0.679,-0.6158,0.99,2022-04-20 00:01:12.846300
7070,72.85657,-0.39,0.6176,-0.6209,0.96,2022-04-20 00:01:12.856570
7071,72.86799,-0.4371,0.5576,-0.6493,0.96,2022-04-20 00:01:12.867990
7072,72.8834,-0.4821,0.5248,-0.7233,1.02,2022-04-20 00:01:12.883400
7073,72.88397,-0.4885,0.5199,-0.7328,1.02,2022-04-20 00:01:12.883970
7074,72.89888,-0.4894,0.4852,-0.7927,1.05,2022-04-20 00:01:12.898880
7075,72.91111,-0.5102,0.4545,-0.7915,1.05,2022-04-20 00:01:12.911110
7076,72.9113,-0.5102,0.4545,-0.7915,1.05,2022-04-20 00:01:12.911300
7077,72.92248,-0.5688,0.4308,-0.7411,1.03,2022-04-20 00:01:12.922480
7078,72.93418,-0.6199,0.41,-0.6537,0.99,2022-04-20 00:01:12.934180
7079,72.94645,-0.6827,0.3743,-0.5626,0.96,2022-04-20 00:01:12.946450
7080,72.95741,-0.7633,0.3457,-0.4961,0.97,2022-04-20 00:01:12.957410
7081,72.96789,-0.8578,0.312,-0.4328,1.01,2022-04-20 00:01:12.967890
7082,72.979,-0.9617,0.2922,-0.2836,1.04,2022-04-20 00:01:12.979000
7083,72.99193,-0.9238,0.269,-0.0322,0.96,2022-04-20 00:01:12.991930
7084,72.99228,-0.9238,0.269,-0.0322,0.96,2022-04-20 00:01:12.992280
7085,73.00997,-0.6231,0.1156,0.1349,0.65,2022-04-20 00:01:13.009970
7086,73.0146,-0.5901,0.0465,0.1119,0.6,2022-04-20 00:01:13.014600
7087,73.02263,-0.6451,-0.1411,-0.0874,0.67,2022-04-20 00:01:13.022630
7088,73.03497,-0.8442,-0.3432,-0.5259,1.05,2022-04-20 00:01:13.034970
7089,73.04607,-1.0586,-0.7668,-1.1108,1.72,2022-04-20 00:01:13.046070
7090,73.05688,-1.1219,-1.5019,-2.1138,2.83,2022-04-20 00:01:13.056880
7091,73.06839,-1.7019,-2.6161,-4.4896,5.47,2022-04-20 00:01:13.068390
7092,73.07966,-3.1589,-2.9857,-6.4645,7.79,2022-04-20 00:01:13.079660
7093,73.09094,-5.9177,-2.4084,-6.766,9.31,2022-04-20 00:01:13.090940
7094,73.11623,-3.4061,-2.7123,-2.0738,4.82,2022-04-20 00:01:13.116230
7095,73.11658,-3.4061,-2.7123,-2.0738,4.82,2022-04-20 00:01:13.116580
7096,73.1168,-3.4061,-2.7123,-2.0738,4.82,2022-04-20 00:01:13.116800
7097,73.12929,-2.4494,-2.6679,-1.3692,3.87,2022-04-20 00:01:13.129290
7098,73.14516,-1.7718,-2.4573,-2.1791,3.73,2022-04-20 00:01:13.145160
7099,73.15717,-0.1445,-2.3166,-2.9831,3.78,2022-04-20 00:01:13.157170
7100,73.17211,2.7868,-2.2413,-4.4789,5.73,2022-04-20 00:01:13.172110
7101,73.17248,3.2769,-2.3833,-4.6677,6.18,2022-04-20 00:01:13.172480
7102,73.1784,3.9088,-2.8702,-4.5746,6.67,2022-04-20 00:01:13.178400
7103,73.18909,4.3261,-4.5903,-0.5132,6.33,2022-04-20 00:01:13.189090
7104,73.20047,6.1122,-4.4727,7.4814,10.65,2022-04-20 00:01:13.200470
7105,73.2196,8.0079,1.1395,7.9766,11.36,2022-04-20 00:01:13.219600
7106,73.23359,8.0079,5.8077,-2.3242,10.16,2022-04-20 00:01:13.233590
7107,73.2338,8.0079,5.8077,-2.3242,10.16,2022-04-20 00:01:13.233800
7108,73.2453,7.9371,-2.547,-5.5088,9.99,2022-04-20 00:01:13.245300
7109,73.25869,-5.6868,-5.5486,5.8788,9.88,2022-04-20 00:01:13.258690
7110,73.27007,-4.4937,-2.9913,7.9766,9.63,2022-04-20 00:01:13.270070
7111,73.27938,1.0166,-2.9007,5.6394,6.42,2022-04-20 00:01:13.279380
7112,73.29065,3.7735,-1.0746,-3.3886,5.18,2022-04-20 00:01:13.290650
7113,73.30239,3.5407,0.3738,-8.0283,8.78,2022-04-20 00:01:13.302390
7114,73.31418,2.5271,0.1046,-4.1256,4.84,2022-04-20 00:01:13.314180
7115,73.31477,2.5271,0.1046,-4.1256,4.84,2022-04-20 00:01:13.314770
7116,73.32967,-0.2105,-0.0148,-0.9131,0.94,2022-04-20 00:01:13.329670
7117,73.35018,-0.1692,0.4246,-2.2814,2.33,2022-04-20 00:01:13.350180
7118,73.35042,-0.1692,0.4246,-2.2814,2.33,2022-04-20 00:01:13.350420
7119,73.3561,-0.0211,0.5336,-3.0119,3.06,2022-04-20 00:01:13.356100
7120,73.36716,0.1504,0.7046,-3.6737,3.74,2022-04-20 00:01:13.367160
7121,73.37986,0.4929,0.5986,-4.0067,4.08,2022-04-20 00:01:13.379860
7122,73.39119,0.5583,0.3443,-3.8014,3.86,2022-04-20 00:01:13.391190
7123,73.40202,0.2427,0.1532,-3.2308,3.24,2022-04-20 00:01:13.402020
7124,73.41313,0.0162,0.0533,-2.7891,2.79,2022-04-20 00:01:13.413130
7125,73.42522,-0.1787,-0.104,-2.2387,2.25,2022-04-20 00:01:13.425220
7126,73.44031,-0.3607,-0.1917,-1.8151,1.86,2022-04-20 00:01:13.440310
7127,73.44061,-0.3607,-0.1917,-1.8151,1.86,2022-04-20 00:01:13.440610
7128,73.45736,-0.6375,-0.3268,-1.1061,1.32,2022-04-20 00:01:13.457360
7129,73.46826,-0.7342,-0.37,-0.6422,1.04,2022-04-20 00:01:13.468260
7130,73.46842,-0.7342,-0.37,-0.6422,1.04,2022-04-20 00:01:13.468420
7131,73.47889,-0.7936,-0.4174,-0.5145,1.03,2022-04-20 00:01:13.478890
